,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX,GRDFLX
2016-05-30 15:00:00,298.220672607,706.393554688,84.7672042847,400.064239502,450.524291992,296.567840576,220.293777466,-35.8734436035
2016-05-30 16:00:00,298.477111816,564.436889648,67.7324142456,399.214691162,459.269470215,235.825897217,166.519424438,-28.0214309692
2016-05-30 17:00:00,297.366882324,433.030700684,51.9636764526,397.212860107,451.955963135,185.741149902,125.701522827,-11.3122310638
2016-05-30 18:00:00,296.83972168,256.597930908,30.7917537689,394.807342529,450.66293335,111.161506653,66.8558807373,3.38864421844
2016-05-30 19:00:00,295.30871582,128.345947266,15.4015140533,393.926300049,435.228210449,57.2810668945,34.3246192932,18.6368160248
2016-05-30 20:00:00,294.054229736,25.841135025,3.10093617439,379.777557373,423.701019287,15.6650676727,-2.60491204262,31.9022102356
2016-05-30 21:00:00,293.469268799,0.0,0.0,409.662078857,421.239379883,9.30394268036,6.27330493927,26.760766983
2016-05-30 22:00:00,292.812438965,0.0,0.0,393.824645996,414.741760254,5.83793115616,-0.477500021458,27.1175556183
2016-05-30 23:00:00,292.795928955,0.0,0.0,401.603363037,417.289428711,4.9970459938,0.979664683342,20.5131797791
2016-05-31 00:00:00,291.423828125,0.0,0.0,378.284912109,408.717956543,3.32364106178,-2.75848555565,29.2372837067
2016-05-31 01:00:00,289.905670166,0.0,0.0,375.576904297,400.785308838,3.71523475647,4.91581106186,33.4836196899
2016-05-31 02:00:00,289.43081665,0.0,0.0,374.795166016,398.598815918,3.11485981941,4.47654533386,30.8058834076
2016-05-31 03:00:00,289.606811523,0.0,0.0,396.455688477,401.402587891,5.36656522751,9.91704845428,20.4021759033
2016-05-31 04:00:00,289.388061523,0.0,0.0,375.110931396,399.973510742,2.57802414894,-0.0395729392767,23.9334564209
2016-05-31 05:00:00,288.696838379,0.0,0.0,366.302520752,393.190612793,1.19884991646,-0.855729103088,26.2835998535
2016-05-31 06:00:00,288.515197754,18.8392906189,2.26071405411,364.390838623,391.884613037,3.91634845734,4.84475708008,20.4197635651
2016-05-31 07:00:00,289.786102295,65.2068328857,7.82482147217,379.02456665,402.542724609,21.337890625,12.9677267075,1.87760424614
2016-05-31 08:00:00,292.525390625,220.957672119,26.5149154663,384.881896973,422.236358643,72.2922134399,49.0333328247,-34.3568000793
2016-05-31 09:00:00,295.217071533,419.635131836,50.3562088013,390.919830322,446.266204834,135.125961304,108.218261719,-68.4498291016
2016-05-31 10:00:00,297.644805908,679.550537109,81.5460891724,393.185699463,472.739501953,230.919464111,187.872894287,-97.2086105347
2016-05-31 11:00:00,299.599914551,848.77532959,101.853034973,395.451690674,489.7527771,330.979156494,192.511367798,-100.514694214
2016-05-31 12:00:00,298.901519775,468.506408691,56.2207679749,438.854797363,485.144104004,220.46762085,52.4472122192,-45.5598869324
